Episode,Reward,Steps,Finish,deviation,Exploration_rate,laser,Mean vel,Counter laser,Truncated
1,-24.26364686280015,373,False,-152.0,1.0,18.370031465425708,1.005977640990867,0,False
2,-42.08638273788172,266,False,-134.0,1.0,nan,1.1217477530997275,0,False
3,-42.240279214025975,240,False,130.0,1.0,13.090573001213999,0.6560197899471011,0,False
4,-29.961254421938396,321,False,135.0,1.0,12.117904300883994,0.9322170084649719,0,False
5,-37.66740577764455,281,False,126.0,1.0,12.907712270949808,0.8566911733428387,0,False
6,-33.310626921859495,398,False,130.0,1.0,3.0810649030524666,0.9358648913865675,0,False
7,-45.056232462730435,181,False,148.0,1.0,10.320621190211726,0.9351261824167473,0,False
8,-51.164069396594456,153,False,69.0,1.0,3.3238298128635604,2.148039064830502,0,False
9,9.567866304786236,929,False,183.0,1.0,4.792330383743527,1.0853412506291247,0,False
10,-22.150001906657124,547,False,142.0,1.0,10.87600487094723,0.8263396316939791,0,False
11,-52.142028532904526,136,False,-148.0,1.0,15.259427217832794,0.8334406388312345,0,False
12,-53.175288282000594,178,False,77.0,1.0,3.4372491121038986,1.0492858810342451,0,False
13,-33.970744745941374,237,False,-150.0,1.0,17.835210262659118,1.0734421321149632,0,False
14,-53.75852022703134,117,False,144.0,1.0,10.965018406128838,0.8095113440938134,0,False
15,-42.540071573933666,207,False,-134.0,1.0,nan,0.8206963497661292,0,False
16,-47.42532414819052,170,False,125.0,1.0,12.030619558938438,1.0439216136687612,0,False
17,-36.679054083391335,402,False,-118.0,1.0,nan,1.004915710094988,0,False
18,-19.725846507111996,571,False,-141.0,1.0,15.853051462712573,0.9630333383627979,0,False
19,-14.48754273230464,636,False,131.0,1.0,12.488645748850846,0.8394030478149898,0,False
20,-26.42330479101623,343,False,-151.0,1.0,14.836124742322973,0.7099002272307082,0,False
21,-37.90953491353706,590,False,-152.0,1.0,18.74288462667353,0.8957854783038167,0,False
22,-41.80667961803432,210,False,145.0,1.0,11.05142216872903,1.0260966588759661,0,False
23,-43.45152548202729,196,False,-137.0,1.0,18.75679255496901,1.0286320210431434,0,False
24,-20.91636231681845,634,False,120.0,1.0,12.982429856190528,1.1446470086320857,0,False
25,-25.63313569302686,632,False,-160.0,1.0,19.39592287576803,0.9156887800612061,0,False
26,12.74157037850378,672,False,132.0,1.0,14.241933146593546,0.9935123799417462,0,False
27,-47.7618471261255,319,False,61.0,1.0,3.225618440350021,0.8454215505062451,0,False
28,-36.76524506571001,352,False,147.0,1.0,10.234815885956493,1.039188320983706,0,False
29,-39.08873288328682,309,False,-135.0,1.0,nan,0.8256263226931116,0,False
30,-37.36391118279986,254,False,146.0,1.0,10.335944184860791,1.0342236255051744,0,False
31,-52.61493019935205,158,False,-145.0,1.0,15.863581873465797,0.610154023838079,0,False
32,-47.970468329054974,164,False,-139.0,1.0,19.342484913166192,0.8073592623489875,0,False
33,-16.941616222413415,627,False,-127.0,1.0,nan,0.8866613214220306,0,False
34,-18.87444095919814,651,False,-164.0,1.0,13.333035266949523,1.0215252683925,0,False
35,-42.30444619815832,346,False,-129.0,1.0,nan,0.8900969859015471,0,False
36,-44.84166330671169,263,False,132.0,1.0,13.497060336060379,0.8469783922331142,0,False
37,-12.520890163282502,544,False,-181.0,1.0,3.406691666257844,0.9163725455559067,0,False
38,-31.642139948413497,377,False,-177.0,1.0,3.313265534664462,0.7477047256134608,0,False
39,-32.656589725727834,479,False,-178.0,1.0,3.110748334234989,0.7405462574847709,0,False
40,-45.95343965285307,305,False,-179.0,1.0,3.1857126983007187,0.7226392961496518,0,False
41,-42.95958284031636,333,False,162.0,1.0,9.014022046806158,1.040126377992841,0,False
42,-44.07150568008245,243,False,-139.0,1.0,18.946139933357315,0.7947304649151566,0,False
43,-23.904633455371922,441,False,-149.0,1.0,nan,0.7597690577912011,0,False
44,-44.26276510572646,198,False,-154.0,1.0,14.044744333637047,0.5568089943490375,0,False
45,-45.425995934301184,223,False,-137.0,1.0,nan,1.2800779552088828,0,False
46,-10.400116856523283,738,False,126.0,1.0,14.85481952638766,0.7638175500645794,0,False
47,-45.44253174680329,252,False,-135.0,1.0,19.017847139536432,0.6229472081145682,0,False
48,-15.385495488727699,507,False,-128.0,1.0,nan,0.9392509867431056,0,False
49,-38.604370589609296,356,False,-180.0,1.0,3.227912898880541,0.6906855386003325,0,False
50,-51.1155625830683,156,False,129.0,1.0,12.8407513938506,1.0554921143876317,0,False
51,-40.8250196632539,242,False,-133.0,1.0,nan,0.7344962797913107,0,False
52,-28.4927003740828,539,False,-138.0,1.0,nan,0.8730599016668439,0,False
53,-50.18785611491828,177,False,129.0,1.0,nan,1.0132191383410087,0,False
