Episode,Reward,Steps,Finish,deviation,Exploration_rate,laser,Mean vel,Counter laser
0,27.957845329840552,1452,False,101.0,1.0,15.132183605747445,1.0647292373619228,0
0,-43.15324932362067,284,False,-181.0,1.0,3.4362011549588933,1.355372578325406,0
0,-29.843562384022086,463,False,-177.0,1.0,3.079716606937639,1.9593567825084615,0
0,-39.82702159256595,271,False,-186.0,1.0,3.6631233283194504,1.5651623247183604,0
0,-48.99227681800865,154,False,-183.0,1.0,3.1589518287689877,1.755734056385332,0
0,-4.931911539752477,724,False,-106.0,1.0,3.134510211016689,1.4779974816244204,0
0,-13.318727604607624,513,False,-183.0,1.0,3.110693983641315,1.1325212695764595,0
0,-37.605808126993125,269,False,129.0,1.0,13.437589751791284,1.0576794616704437,0
0,-31.60447356244142,621,False,38.0,1.0,3.143295212805692,1.5740046359701747,0
0,-12.136355576534974,577,False,46.0,1.0,3.3079054211433796,1.3015777117345377,0
0,-35.09861934902237,418,False,-185.0,1.0,3.4537998259393734,1.3044273809185667,0
0,47.82155327470012,1799,False,58.0,1.0,3.245076262524737,1.0626718670199993,0
0,-46.75386987988225,198,False,-173.0,1.0,3.13181536171256,1.7304268025688516,0
0,-40.98564213831191,226,False,-185.0,1.0,3.1324304735315147,1.1518877687320337,0
0,-46.655014190953395,154,False,131.0,1.0,12.441838983933218,1.1718751136132248,0
0,-50.29560625694195,105,False,140.0,1.0,12.210793057924521,1.6190884559194056,0
0,-51.07466090258389,185,False,-180.0,1.0,3.1828673163802215,1.5610146823780195,0
0,-43.76702073182307,226,False,123.0,1.0,12.81863955276303,1.3681644262681893,0
0,-44.272518938119205,294,False,-184.0,1.0,3.1340610823083455,0.8171132796265911,0
0,-52.19813465446021,193,False,-182.0,1.0,3.14897482668231,1.180115939749657,0
0,-49.208011613919616,205,False,-182.0,1.0,3.093355879470169,1.0849873446649214,0
0,-48.79039371653114,268,False,-159.0,1.0,3.3033774441584853,1.3321958535768073,0
0,-51.94728323254912,112,False,132.0,1.0,12.505282866846592,1.6579044068052318,0
0,-48.05837533391373,179,False,136.0,1.0,13.208341525479726,1.0721673288431945,0
0,-39.40845164665792,233,False,-181.0,1.0,3.3517223870574346,1.2750460068534322,0
0,-52.91002187397367,74,False,149.0,1.0,10.137925890625905,1.2487521700018878,0
0,-11.165203145151999,803,False,-180.0,1.0,3.1141161370616732,1.5707017944422867,0
0,-50.75903555122799,162,False,-180.0,1.0,3.1372153387690886,1.3288009331588146,0
0,-37.071654092866694,383,False,-187.0,1.0,3.1999978417747195,1.5951521774310218,0
0,-32.850207709722596,335,False,-180.0,1.0,3.1790589609592694,1.2746583667459257,0
0,-45.851281652212144,149,False,143.0,1.0,11.289171647641282,1.1453265572474323,0
0,-51.111674933745746,132,False,-191.0,1.0,3.1164094999272027,1.1233708746745716,0
0,-50.73584477562564,247,False,-173.0,1.0,3.2011163798897484,1.4528635874130083,0
0,-49.00398932141172,244,False,-177.0,1.0,3.2149644492149507,1.1706727300510107,0
0,-48.08406821382825,220,False,126.0,1.0,12.860003906175232,1.262322769822268,0
0,-11.73302781727051,930,False,66.0,1.0,3.25218653570186,1.0990645751562995,0
0,-35.78888404536639,394,False,116.0,1.0,13.89024000073114,1.4922832797103776,0
0,-40.289000704258015,445,False,-180.0,1.0,3.177985264612474,1.0527346744032697,0
0,-49.06948689158615,155,False,-188.0,1.0,3.1797567991692683,1.4357417930068492,0
0,-37.531732068367845,365,False,63.0,1.0,3.838370543414446,1.68694102731982,0
0,-40.9200448301972,662,False,-142.0,1.0,3.40179869238942,1.1500527236616043,0
0,-41.3799312397951,187,False,-190.0,1.0,3.4472720839831656,0.9797132760138106,0
0,-53.255360901795946,90,False,123.0,1.0,13.10084089833066,2.012901607222092,0
0,-40.95003986185825,251,False,-184.0,1.0,3.137045312890469,1.2026199040326655,0
0,-44.2732596636748,363,False,-178.0,1.0,3.143758750819407,1.196164735560661,0
0,-27.986083887536722,488,False,119.0,1.0,16.830124630299768,0.8687671522510862,0
0,-23.38317871185086,555,False,-178.0,1.0,3.2173560418399654,1.0037065526494204,0
0,-52.06000187992287,184,False,-180.0,1.0,3.143582489576969,0.9802495177145631,0
0,-50.94003372502398,139,False,-184.0,1.0,3.2338228228202786,1.491850223763178,0
0,-27.37902937506741,647,False,-145.0,1.0,3.550023421143933,1.1921604071748413,0
0,-11.490279025264655,1072,False,61.0,1.0,3.4547896233396727,1.079047638427245,0
0,-42.70346517573617,584,False,-183.0,1.0,3.1587617074684124,0.9772307106278099,0
0,-16.42483852945235,642,False,-176.0,1.0,3.1689575555489364,0.9976131225352441,0
