Episode,Reward,Steps,Finish,deviation,Exploration_rate,laser,Mean vel,Counter laser,Truncated
1,1298.0863486370235,2369,True,-33.0,1.0,17.76786146796252,2.2779305408185495,0,True
2,1618.9355027155257,2807,True,-34.0,1.0,18.27406668232184,1.9253966082504606,0,True
3,1660.274022520796,2944,True,-37.0,1.0,18.195482449468482,1.834335769155903,0,True
4,1095.520119412631,2069,True,-26.0,1.0,18.097234446727402,2.613166803232119,0,True
5,586.3378316893495,1365,False,-128.0,1.0,nan,2.376985302949563,0,False
6,142.34731885878247,481,False,-19.0,1.0,15.764041341846683,2.9443294789851207,0,False
7,188.19795382983355,541,False,-14.0,1.0,nan,2.480255347523363,0,False
8,107.95199949984567,472,False,-5.0,1.0,18.30846506906671,2.58154562481095,0,False
9,208.73125744542244,587,False,80.0,1.0,12.776126696931128,3.3828467294142235,0,False
10,900.266869236668,1692,True,-32.0,1.0,19.062570056441846,3.1937228575762777,0,True
11,954.9198028513752,1746,True,-29.0,1.0,18.52919975713923,3.098670212067621,0,True
12,942.7801094970616,1695,True,-16.0,1.0,18.354380529780606,3.186354845432581,0,True
13,100.43969219029364,429,False,71.0,1.0,9.804794073609193,3.3738117468454343,0,False
14,267.410648439219,694,False,-98.0,1.0,12.379261014408106,3.3430684224597744,0,False
15,908.4886186822073,1684,True,-24.0,1.0,18.76820960851061,3.2103078630011783,0,True
16,929.0736616113617,1683,True,-24.0,1.0,18.256416564701468,3.2113717977938134,0,True
17,514.4153071796267,1150,False,-128.0,1.0,nan,3.321705865478548,0,False
18,871.3886831988276,1614,True,-35.0,1.0,18.558324642055478,3.349672323291316,0,True
19,304.7003388615183,763,False,-99.0,1.0,10.410903894192058,3.0488398765112477,0,False
20,1080.725159566951,1923,True,-32.0,1.0,18.405058080590294,2.80881492158924,0,True
21,521.6510146920604,1229,False,-126.0,1.0,nan,3.0347738307760537,0,False
22,151.2169263081583,463,False,53.0,1.0,9.660009365533956,3.183661645531783,0,False
23,952.3639831057626,1747,True,-18.0,1.0,18.194860526401207,3.0917238970865557,0,True
24,1377.48158037361,2360,True,-32.0,1.0,18.65432474377108,2.290797446372966,0,True
25,1144.0882628489094,1999,True,-18.0,1.0,18.367053319681865,2.7014339739562065,0,True
26,1678.6329182760944,2739,True,-22.0,1.0,18.170720507518148,1.970064502566449,0,True
27,1048.7826644553043,2017,False,-124.0,1.0,nan,1.9312637467001947,0,False
28,833.6351905543511,1669,False,-122.0,1.0,nan,2.23393168932116,0,False
29,1436.3643457713415,2403,True,-15.0,1.0,17.924109225535332,2.2445137497360106,0,True
30,1743.2391962545883,2782,True,-29.0,1.0,18.634710118409767,1.9421012114363874,0,True
31,1317.6113556666319,2196,True,-6.0,1.0,17.646237468711618,2.453714612140261,0,True
32,1226.3030453655567,2171,True,-31.0,1.0,18.876226899860633,2.489606700607677,0,True
33,1935.3872161435029,3051,True,-28.0,1.0,18.48037683383852,1.7709929112128862,0,True
34,1831.3082580659914,2839,True,-33.0,1.0,18.542458710088788,1.9014989314184207,0,True
35,1199.1515950387122,2074,True,-50.0,1.0,nan,2.606993713145833,0,True
36,1181.180841170834,2029,True,-27.0,1.0,18.950384972704516,2.659482303376141,0,True
37,1051.628218474082,1863,True,-5.0,1.0,17.007030184627173,2.8999824951304363,0,True
38,1550.3598111661622,2524,True,-39.0,1.0,19.063094944234752,2.140195295297306,0,True
39,2200.1219357282944,3390,True,-33.0,1.0,18.752735564909962,1.5928631836191303,0,True
40,1736.6906946471768,2963,True,-15.0,1.0,18.080495232786657,1.8229509218647155,0,True
41,1146.1973631160765,1968,True,-33.0,1.0,18.752391878498972,2.7483141830482527,0,True
42,1007.1849581949637,1803,True,-29.0,1.0,18.477820454042323,2.998182860244927,0,True
43,936.752477187648,1687,True,-15.0,1.0,18.109707288470133,3.2030192507496054,0,True
44,129.39833361131898,446,False,-85.0,1.0,13.91645759062298,3.3112038275051545,0,False
45,948.1951685892735,1721,True,-36.0,1.0,18.542887480833926,3.1407208275623546,0,True
46,936.9223117775003,1721,True,-34.0,1.0,19.35554706204561,3.1409164158057017,0,True
47,990.6315466872126,1771,True,-44.0,1.0,18.823110246904253,3.0547552267852005,0,True
48,880.5485588918359,1697,False,2.0,1.0,nan,3.381397519745789,0,False
49,916.4378297108175,1653,True,-31.0,1.0,18.939755513033386,3.2724062567289427,0,True
50,913.7551071871122,1664,True,-35.0,1.0,nan,3.246600690696281,0,True
51,908.2905407566091,1671,True,-43.0,1.0,nan,3.2334835215876874,0,True
52,135.82224347020772,432,False,-32.0,1.0,18.6693078899219,4.127640967309061,0,False
53,399.56686990938687,947,False,-110.0,1.0,14.673371989267244,3.0373817181928673,0,False
54,119.85392913156397,431,False,91.0,1.0,6.957310823514436,3.533481779735181,0,False
55,42.0992707198013,371,False,-33.0,1.0,11.45872675559546,3.3633566639383607,0,False
56,98.49681613985456,353,False,117.0,1.0,11.325632825267409,3.884532086241188,0,False
57,94.34161652795945,398,False,32.0,1.0,nan,4.1297116341612226,0,False
58,56.35117646251891,359,False,-80.0,1.0,12.82707927391937,4.695484022270048,0,False
59,64.08717746189589,356,False,-49.0,1.0,13.471697629294109,3.876268065241532,0,False
60,145.95244886551777,366,False,-124.0,1.0,nan,5.686750565950703,0,False
61,50.18498418581565,361,False,-85.0,1.0,15.463997897432977,3.6363899943385265,0,False
62,176.0458427785414,478,False,-100.0,1.0,11.295743157383981,3.473561677349162,0,False
63,154.45501210259832,377,False,-69.0,1.0,nan,5.800954080658621,0,False
64,44.12744808398854,355,False,-50.0,1.0,9.970108652593375,4.282844228591298,0,False
65,38.81718172010562,366,False,10.0,1.0,10.266998055170639,3.9368372443106656,0,False
66,66.14165516393416,343,False,123.0,1.0,10.141219797610251,4.037791214014455,0,False
67,57.560213439583336,344,False,-33.0,1.0,14.041755348099198,4.18966235434853,0,False
68,142.6467311744903,387,False,-41.0,1.0,nan,4.573662965377981,0,False
69,26.7930608765965,347,False,-78.0,1.0,13.022607732165246,4.4053184645416845,0,False
70,71.68157793206967,337,False,-28.0,1.0,nan,5.293944012506337,0,False
71,36.3677270489153,349,False,-23.0,1.0,nan,5.173169686296224,0,False
72,58.80962827782942,345,False,-13.0,1.0,18.104312763157683,5.065181931853294,0,False
73,62.40072246949478,351,False,-22.0,1.0,18.683609469639432,4.975347626826957,0,False
74,30.59625836149283,351,False,39.0,1.0,9.225719530202952,4.353524477223725,0,False
75,47.270177836339556,360,False,-80.0,1.0,17.87607507217143,3.970809270025024,0,False
76,81.57115610380532,329,False,119.0,1.0,10.291973438689377,4.001844931665615,0,False
77,76.54467193371886,343,False,-73.0,1.0,nan,5.266566169483495,0,False
78,48.31030083934765,350,False,-38.0,1.0,19.04059684079711,4.79590703045151,0,False
79,271.8298425702825,740,False,-101.0,1.0,12.030097762845791,3.447474110533005,0,False
80,280.7721079887436,706,False,85.0,1.0,12.8916844513139,2.8484069335329805,0,False
81,1064.7958946764322,1946,True,-30.0,1.0,18.751404154372004,2.779372989260357,0,True
82,1087.7831300200085,1894,True,-37.0,1.0,19.096982730850986,2.85616518709309,0,True
83,1268.8957190754406,2203,True,-23.0,1.0,18.352175111826508,2.45295434829847,0,True
84,1294.8352444928505,2345,True,-22.0,1.0,18.7120099730932,2.3030615554761087,0,True
85,1012.3101288519362,1795,True,-9.0,1.0,18.361040591232545,3.009368617029492,0,True
86,1025.9100022799912,1796,True,-20.0,1.0,17.92786866266161,3.0134452745888303,0,True
87,1132.9154293782613,1948,True,-16.0,1.0,18.22901463302793,2.774878218903893,0,True
88,1295.3292168100093,2283,True,-31.0,1.0,18.953033079927494,2.366370038908959,0,True
89,168.09457917837736,500,False,9.0,1.0,10.275802762540636,2.709133911322802,0,False
90,1327.6360306595623,2301,True,-27.0,1.0,18.305436594812676,2.3492105326792148,0,True
91,3686.951580962064,5312,False,72.0,1.0,16.2205706731555,2.3038028168824436,0,False
92,265.5683379383221,674,False,-108.0,1.0,12.379863016015998,3.530925962150937,0,False
93,84.09212679602865,398,False,-42.0,1.0,11.649211770013137,4.360234851073755,0,False
94,28.205103446222324,357,False,-21.0,1.0,10.954542956548604,4.31568263953223,0,False
95,32.60229226639697,349,False,-139.0,1.0,15.635045067133117,4.094643893045904,0,False
96,130.84381301079617,402,False,6.0,1.0,16.911244759818143,4.438177784469294,0,False
97,98.91152799933712,370,False,-8.0,1.0,19.367651078285885,3.8545000430246867,0,False
98,94.27642612857949,352,False,-5.0,1.0,17.075852798963776,5.34678860405587,0,False
99,54.23551589466108,363,False,-8.0,1.0,17.278475510763144,4.829290708778401,0,False
100,25.418384332007406,351,False,27.0,1.0,12.102915382534887,3.8873715929878063,0,False
101,54.36813927490947,351,False,-119.0,1.0,16.786182071028307,4.261375071666604,0,False
102,122.4658881594398,346,False,-27.0,1.0,17.604481534536415,5.911551925143755,0,False
103,38.89550040531364,334,False,30.0,1.0,18.80394951539307,4.401032070601415,0,False
104,57.05304608811167,338,False,-17.0,1.0,18.912302398511788,4.28033000240433,0,False
105,68.42715317038957,308,False,120.0,1.0,9.840945494315712,4.225780556232414,0,False
106,29.121573030128204,187,False,147.0,1.0,3.2801108346751904,4.78508621992115,0,False
107,89.19425311419829,332,False,-19.0,1.0,18.088593148011107,6.523411669162472,0,False
108,19.52714996129852,314,False,114.0,1.0,12.137868871602366,4.175426195571377,0,False
109,82.52714959669783,333,False,-47.0,1.0,nan,6.127232379372324,0,False
110,29.824183534464538,350,False,-22.0,1.0,14.147761348211239,5.9275284777901005,0,False
111,-14.087419007568101,95,False,123.0,1.0,6.1230380132647495,4.261210219601267,0,False
112,25.21893376881917,166,False,138.0,1.0,3.9289654095033106,5.3921725070889455,0,False
113,111.36947365679364,313,False,-123.0,1.0,nan,7.491558880673145,0,False
114,9.461353863061191,156,False,142.0,1.0,3.9915997603333118,5.708094177301973,0,False
115,-4.345889681777507,101,False,-121.0,1.0,nan,4.4255644060154955,0,False
116,42.33304314114838,341,False,83.0,1.0,8.27389780258915,5.843108468426834,0,False
117,-19.840914524283775,150,False,157.0,1.0,4.172179314440217,5.9585528603941205,0,False
118,11.565003892174715,162,False,160.0,1.0,4.0305177411257125,5.543752057190386,0,False
119,16.37020149681294,172,False,144.0,1.0,3.172701048475019,5.260987689198796,0,False
120,7.94221571120147,161,False,142.0,1.0,3.2396031550721194,5.57194737080045,0,False
121,-22.372185788178257,74,False,122.0,1.0,6.379740680510236,4.174579467020325,0,False
122,-11.267131133338133,86,False,125.0,1.0,5.948796418540702,4.036913638414685,0,False
123,-17.562698130928617,158,False,154.0,1.0,3.8271903457705965,5.63980481910366,0,False
124,-0.15640169616813893,166,False,147.0,1.0,3.7058020206379845,5.380190061270652,0,False
125,31.017033419626827,171,False,147.0,1.0,4.72539120879916,5.2432960609616766,0,False
126,-14.83905361425603,160,False,142.0,1.0,3.63770933259135,5.5887393186683765,0,False
127,-4.845720850769133,170,False,145.0,1.0,3.929205167491827,5.247622934487812,0,False
128,1.6528084483243646,156,False,147.0,1.0,4.006110807874463,5.699493022456479,0,False
129,11.769926573845012,338,False,111.0,1.0,8.181324138342893,5.71371328001897,0,False
130,3.9688505941449463,158,False,157.0,1.0,3.2500552081245684,5.680301251956792,0,False
131,-1.7608356461165329,180,False,140.0,1.0,3.534033197662854,4.959495356089125,0,False
132,-12.43183673446628,172,False,145.0,1.0,3.6296768363396126,5.196018887272235,0,False
133,4.1791615738253824,163,False,159.0,1.0,3.8512873235749523,5.470143939716959,0,False
134,-11.187736155299724,165,False,143.0,1.0,3.2454147736181005,5.431493080813777,0,False
135,-1.497168311238127,102,False,122.0,1.0,6.177509897352697,3.9092068788869416,0,False
136,-14.554637567672906,85,False,128.0,1.0,5.722369150840959,3.9144796360503227,0,False
137,-12.996562909395024,88,False,122.0,1.0,6.19954623263975,3.9416998583738776,0,False
138,-11.162132491880499,170,False,149.0,1.0,4.691706203702203,5.330034152111587,0,False
139,-15.490952438389236,76,False,121.0,1.0,6.4583860047977,3.814595692742028,0,False
140,18.616192575801023,176,False,152.0,1.0,3.4498625228807627,5.057128789707679,0,False
141,-9.880943221487101,91,False,122.0,1.0,6.20002484414791,4.046695653574316,0,False
142,0.5174898344916983,159,False,154.0,1.0,3.118437361028204,5.625679790294208,0,False
143,-12.484976107747976,158,False,144.0,1.0,3.760840565956899,5.672170378810054,0,False
144,-0.980138610182351,111,False,125.0,1.0,5.878816464566021,3.9569283233334622,0,False
145,16.577606376590992,167,False,151.0,1.0,3.1486946313018884,5.377591252644842,0,False
146,17.573091286986255,161,False,152.0,1.0,3.8905689866076036,5.531178271941702,0,False
147,15.79652310956611,156,False,155.0,1.0,4.055872954178834,5.6924714479082,0,False
148,7.067222993953166,328,False,7.0,1.0,nan,6.899178224715132,0,False
149,1.0898174316808493,134,False,152.0,1.0,4.460440897047038,6.750909679569304,0,False
150,-18.203360723701948,168,False,149.0,1.0,4.672640363430085,5.376389887782612,0,False
151,9.67793282891482,154,False,154.0,1.0,4.391211693812554,5.859449843023359,0,False
152,-2.466220636657212,304,False,139.0,1.0,3.5792153138736125,6.081962291457641,0,False
153,22.834894849913013,173,False,161.0,1.0,3.9278707326605407,5.149392421901053,0,False
154,-9.04537559564288,165,False,151.0,1.0,4.672511328850632,5.525268792282,0,False
155,13.152159496948983,161,False,143.0,1.0,4.116685341066642,5.533371771795687,0,False
156,4.3808230690072065,327,False,132.0,1.0,5.560812888531321,5.596277617439286,0,False
157,9.277416239387463,329,False,27.0,1.0,nan,6.747121336507557,0,False
158,12.705086475309812,162,False,144.0,1.0,3.5078770350926782,5.538970275816542,0,False
159,-17.61173658464589,156,False,156.0,1.0,3.60960358308664,5.726299600630927,0,False
160,17.778624839207907,167,False,154.0,1.0,3.6750844612285154,5.3342086375205815,0,False
161,33.30672661112442,329,False,-17.0,1.0,nan,7.1285678599946944,0,False
162,37.94944323694618,332,False,11.0,1.0,nan,6.845086765284818,0,False
163,-7.471278145774114,111,False,-116.0,1.0,nan,4.761307422772285,0,False
164,-21.877402584255996,64,False,124.0,1.0,5.937468921883583,3.774507025780622,0,False
165,13.90259812271978,166,False,156.0,1.0,3.41742166799427,5.373277160541031,0,False
166,34.46761419669198,327,False,-79.0,1.0,15.741781221191829,6.420901320054444,0,False
167,10.236104831134242,151,False,148.0,1.0,4.73973778186383,5.984342166216464,0,False
168,41.27169424655435,324,False,-25.0,1.0,18.676572728332577,6.7375811371078465,0,False
169,-20.412961579397788,153,False,150.0,1.0,3.1253820433905695,5.873525191731508,0,False
170,33.417772825374456,322,False,-12.0,1.0,19.11483178457597,6.826546094756319,0,False
171,33.95627405658409,330,False,-9.0,1.0,nan,7.1671582181683995,0,False
172,33.622012283968516,328,False,9.0,1.0,nan,7.414171766217162,0,False
173,7.285702615030573,152,False,146.0,1.0,4.07174962075547,5.883741390866865,0,False
174,19.763369080528662,324,False,10.0,1.0,nan,7.171385385705457,0,False
175,33.26639210632672,333,False,-14.0,1.0,11.633642514228912,6.499225362055787,0,False
176,27.72740787215173,340,False,-3.0,1.0,nan,6.770994721144876,0,False
177,22.94178351830358,163,False,145.0,1.0,5.839324735288279,5.50811547532312,0,False
178,7.558147982231219,274,False,-119.0,1.0,nan,7.630371114449834,0,False
179,-19.46210606668364,113,False,-123.0,1.0,nan,4.775880553174467,0,False
180,-11.54056843899793,91,False,121.0,1.0,6.056709803453938,4.078542023876702,0,False
181,-2.1972726818935513,318,False,80.0,1.0,9.360548426202872,7.728394645318951,0,False
182,98.40246889719273,333,False,-7.0,1.0,nan,8.552812477951315,0,False
183,56.82472925928617,330,False,12.0,1.0,nan,9.122713031202103,0,False
184,-4.349515917300749,143,False,146.0,1.0,3.3256036501100192,6.286703461533659,0,False
185,-7.161318444390027,269,False,-126.0,1.0,nan,7.640394357777439,0,False
186,7.645487968503815,158,False,149.0,1.0,3.172213745530373,5.714076841957396,0,False
187,31.04580358960989,332,False,127.0,1.0,8.8361366210849,8.53235768518938,0,False
188,56.46145849147429,322,False,4.0,1.0,nan,8.747532686843357,0,False
189,2.5560150226864167,148,False,139.0,1.0,3.6944803806389044,6.10070102802805,0,False
190,0.9650468523690563,267,False,-121.0,1.0,nan,7.875098511939415,0,False
191,-15.147460298021699,81,False,121.0,1.0,6.34141133906753,4.184482246407388,0,False
192,38.991151339271596,330,False,13.0,1.0,nan,7.579976126969312,0,False
193,10.356476620405829,153,False,146.0,1.0,3.563677089316878,5.851409859419648,0,False
194,10.03102283468246,318,False,0.0,1.0,19.473864597376394,6.98525839603547,0,False
195,22.738929566639058,327,False,-83.0,1.0,14.317075949540843,6.87945953826064,0,False
196,17.925553785170052,165,False,144.0,1.0,3.2326028941289624,5.422877046217521,0,False
197,17.79032061792728,257,False,-122.0,1.0,nan,7.837419514932058,0,False
198,34.80283335238836,327,False,28.0,1.0,17.524833822510217,6.882985017829167,0,False
199,27.683587649889716,326,False,1.0,1.0,nan,6.89620904610178,0,False
200,30.948487405725274,330,False,-20.0,1.0,19.38534786057798,6.481638523913694,0,False
201,80.29561182596265,340,False,8.0,1.0,19.30127634462961,6.926163983498426,0,False
202,116.46202733611719,327,False,-2.0,1.0,18.71652201335346,6.736929893618968,0,False
203,23.786893356312774,324,False,0.0,1.0,17.11713399528198,6.803437149106168,0,False
204,91.49658655018482,341,False,-73.0,1.0,nan,6.066801931119122,0,False
205,17.221486431255997,173,False,136.0,1.0,3.4808535988679816,5.197124966081081,0,False
206,45.709865907293135,328,False,86.0,1.0,nan,6.406968414107701,0,False
207,-4.138630279159614,114,False,-115.0,1.0,18.281307141334878,4.546392340082348,0,False
