Episode,Reward,Steps,Finish,deviation,Exploration_rate,laser,Mean vel,Counter laser,Truncated
1,-53.323734573374814,202,False,-145.0,1.0,nan,1.3600239186999525,0,False
2,-55.508062418471866,77,False,-161.0,1.0,18.964954979839373,1.0491359405606597,0,False
3,-54.10527465426815,92,False,-144.0,1.0,14.971147891475688,0.7280561817030463,0,False
4,-46.11886878486687,198,False,129.0,1.0,10.596619025766563,1.2833296788969275,0,False
5,-55.45569323737387,47,False,142.0,1.0,10.328529158068491,1.174521041875507,0,False
6,-37.05118533999383,288,False,-130.0,1.0,nan,0.8926287890256693,0,False
7,-53.751409005394294,87,False,-143.0,1.0,16.81658528976731,0.8336988453239459,0,False
8,-47.26682210540204,156,False,-143.0,1.0,nan,0.7620670987270364,0,False
9,-53.114472637742224,64,False,176.0,1.0,3.129891165973169,1.3125541936897207,0,False
10,-50.25754143584839,92,False,141.0,1.0,10.349557218456498,0.9862259123674844,0,False
11,-53.66224536350618,107,False,-138.0,1.0,19.391166986638286,0.6308768924290888,0,False
12,-56.4444194858429,43,False,-156.0,1.0,19.20289887870927,1.55179900519249,0,False
13,-55.47314007708856,69,False,-160.0,1.0,14.785769397705076,1.3082493699655153,0,False
14,-50.27561483793281,92,False,144.0,1.0,11.738106610396223,2.8960181813353025,0,False
15,-53.577774678756796,88,False,-164.0,1.0,18.34242635787984,0.7471061376325617,0,False
16,-47.79396055992728,110,False,138.0,1.0,11.71317846083946,1.270869370516051,0,False
17,-52.77266449640904,81,False,-136.0,1.0,nan,1.1526589567922516,0,False
18,-55.58199189473351,41,False,-175.0,1.0,13.372084513931076,2.071552366106106,0,False
19,-57.19322582522319,37,False,142.0,1.0,11.305644681705388,1.4200957928331115,0,False
20,-50.75835902279296,105,False,-158.0,1.0,12.97105676651335,1.4616068232627142,0,False
21,-55.343589650889236,66,False,79.0,1.0,3.086554275569805,1.1523073288527401,0,False
22,-56.847040183419274,37,False,-19.0,1.0,16.9409636099187,2.909165373462177,0,False
23,-57.05166800262247,28,False,-151.0,1.0,16.49978455471246,2.003332613618113,0,False
24,-52.590870875254986,82,False,-122.0,1.0,nan,1.3258267046100027,0,False
25,-57.74072713504519,54,False,148.0,1.0,3.1126515972551614,1.2641093890286155,0,False
26,-53.51004838513947,100,False,-186.0,1.0,3.301339632134651,0.8999613654124551,0,False
27,-55.924353907966186,32,False,-136.0,1.0,18.78453820986011,2.40814036433585,0,False
28,-50.85429397453563,72,False,-188.0,1.0,3.131676340284284,1.825579175259918,0,False
29,-44.828181854605674,172,False,-134.0,1.0,nan,1.2564260233193636,0,False
30,-53.62569912361957,103,False,126.0,1.0,13.240085906280525,0.9693975107907091,0,False
31,-55.75345235127352,56,False,-125.0,1.0,18.436224897683243,1.016914460496212,0,False
32,-51.747849725213435,103,False,142.0,1.0,11.376144455653,1.2173932971545947,0,False
33,-53.833075788166155,113,False,-132.0,1.0,17.70486182142575,0.6718848148336123,0,False
34,-55.15027434707255,51,False,158.0,1.0,8.355895523292501,1.7418377881175746,0,False
35,-49.99375382614349,115,False,-140.0,1.0,14.64475876992524,0.6392488373463731,0,False
36,-41.91094315108231,246,False,141.0,1.0,11.55001991598017,1.2533244103102423,0,False
37,-52.47076919262324,101,False,145.0,1.0,11.667812916669302,0.990611397591967,0,False
38,-51.41380040483585,95,False,134.0,1.0,11.349172004863064,1.634326089016701,0,False
39,-48.921172061421686,235,False,135.0,1.0,11.397631540944547,1.3061522971838713,0,False
40,-50.86733944356512,84,False,141.0,1.0,10.00973736850718,0.7181425503887502,0,False
41,-51.89029140042017,93,False,132.0,1.0,12.773425135885672,0.9278178651173267,0,False
42,-54.17441979541062,56,False,-121.0,1.0,nan,1.487004695636902,0,False
43,-55.786011914046036,39,False,-156.0,1.0,19.233927776098692,1.492281008278951,0,False
44,-58.346034383805026,25,False,-122.0,1.0,nan,3.2963830363750457,0,False
