X,Y
680.9124145507812,-295.0909729003906
680.9176025390625,-295.09417724609375
680.92822265625,-295.1006774902344
680.9398193359375,-295.1078186035156
680.9652099609375,-295.1235046386719
680.9854736328125,-295.135986328125
681.017578125,-295.15582275390625
681.0626831054688,-295.18377685546875
681.0972290039062,-295.2052307128906
681.1406860351562,-295.23236083984375
681.2050170898438,-295.272705078125
681.2537841796875,-295.3033752441406
681.305908203125,-295.3363952636719
681.3817138671875,-295.38470458984375
681.4366455078125,-295.4199523925781
681.5120849609375,-295.4686584472656
681.5817260742188,-295.513916015625
681.6640014648438,-295.56781005859375
681.739013671875,-295.6173095703125
681.8213500976562,-295.6720886230469
681.9165649414062,-295.73590087890625
682.0087280273438,-295.7983093261719
682.0916748046875,-295.85498046875
682.1874389648438,-295.9208679199219
682.250244140625,-295.96435546875
682.3659057617188,-296.0450439453125
682.4539184570312,-296.1067810058594
682.5309448242188,-296.16107177734375
682.6327514648438,-296.2330627441406
682.74169921875,-296.3103332519531
682.845703125,-296.3842468261719
682.91357421875,-296.4325256347656
683.0195922851562,-296.5077819824219
683.1331787109375,-296.5882568359375
683.2417602539062,-296.6650085449219
683.3389892578125,-296.7333679199219
683.4505004882812,-296.8114318847656
683.5499267578125,-296.88067626953125
683.6569213867188,-296.95489501953125
683.7376708984375,-297.01055908203125
683.8460693359375,-297.08514404296875
683.9415283203125,-297.1505126953125
684.0645751953125,-297.23455810546875
684.1818237304688,-297.3139343261719
684.279052734375,-297.3793029785156
684.39794921875,-297.45867919921875
684.4967041015625,-297.5240478515625
684.6104736328125,-297.5987548828125
684.7180786132812,-297.66925048828125
684.8336181640625,-297.74444580078125
684.9425659179688,-297.81494140625
685.0665283203125,-297.8943786621094
685.1763916015625,-297.96441650390625
685.3009033203125,-298.0435485839844
685.4183959960938,-298.1177673339844
685.5291748046875,-298.1873474121094
685.6551513671875,-298.2662048339844
685.766845703125,-298.3357849121094
685.8868408203125,-298.4100036621094
685.9998168945312,-298.4795837402344
686.1209106445312,-298.5538024902344
686.2352905273438,-298.6233825683594
686.3653564453125,-298.7022399902344
686.4730224609375,-298.767333984375
686.627685546875,-298.8607177734375
686.720703125,-298.916748046875
686.8532104492188,-298.99627685546875
686.9703979492188,-299.0667724609375
687.0956420898438,-299.1420593261719
687.2216186523438,-299.2177429199219
687.3397216796875,-299.2889099121094
687.4735717773438,-299.369873046875
687.5918579101562,-299.4417419433594
687.7262573242188,-299.5235290527344
687.8443603515625,-299.5958557128906
687.9703369140625,-299.6730041503906
688.1112670898438,-299.76031494140625
688.2128295898438,-299.8233947753906
688.3214111328125,-299.8913269042969
688.4528198242188,-299.97381591796875
688.5681762695312,-300.0466003417969
688.6903686523438,-300.1242370605469
688.820068359375,-300.20672607421875
688.9338989257812,-300.2795104980469
689.0625610351562,-300.36199951171875
689.1685180664062,-300.43017578125
689.2981567382812,-300.51318359375
689.41259765625,-300.58642578125
689.53466796875,-300.6650390625
689.6491088867188,-300.7387390136719
689.7798461914062,-300.8225402832031
689.8875122070312,-300.8917541503906
690.0182495117188,-300.9759826660156
690.1342163085938,-301.05059814453125
690.2582397460938,-301.1304016113281
690.3900146484375,-301.2154846191406
690.5062866210938,-301.2908935546875
690.6380615234375,-301.3764953613281
690.7543334960938,-301.4520263671875
690.8934936523438,-301.54266357421875
690.9934692382812,-301.6081237792969
691.1314086914062,-301.6987609863281
691.2382202148438,-301.7692565917969
691.3671264648438,-301.8548583984375
691.4805297851562,-301.9303894042969
691.5856323242188,-302.0006408691406
691.7278442382812,-302.0957336425781
691.8395385742188,-302.17071533203125
691.950927734375,-302.2453308105469
692.0764770507812,-302.32989501953125
692.1946411132812,-302.4090576171875
692.305419921875,-302.48321533203125
692.431884765625,-302.5672607421875
692.5137939453125,-302.62164306640625
692.6632080078125,-302.72052001953125
692.7758178710938,-302.794677734375
692.9039916992188,-302.87872314453125
693.0175170898438,-302.952880859375
693.1392211914062,-303.031982421875
693.2765502929688,-303.1209716796875
693.3993530273438,-303.2000732421875
693.4916381835938,-303.2593994140625
693.6226196289062,-303.3438720703125
693.7388916015625,-303.4184875488281
693.8939208984375,-303.5179748535156
694.0101928710938,-303.59259033203125
694.1419677734375,-303.6771545410156
694.2427368164062,-303.7418212890625
694.3584594726562,-303.8164367675781
694.4891967773438,-303.9010009765625
694.5887451171875,-303.9656677246094
694.7337036132812,-304.0596923828125
694.832275390625,-304.12396240234375
694.9609375,-304.2078552246094
695.0737915039062,-304.28155517578125
695.201416015625,-304.3648986816406
695.3140258789062,-304.4381408691406
695.441650390625,-304.5211486816406
695.5542602539062,-304.5943908691406
695.6743774414062,-304.6725158691406
695.8021240234375,-304.7555236816406
695.8929443359375,-304.8141174316406
696.0443725585938,-304.9117736816406
696.1511840820312,-304.9801330566406
696.2808837890625,-305.0631408691406
696.396240234375,-305.1363830566406
696.5269775390625,-305.2193908691406
696.6431274414062,-305.2926330566406
696.7671508789062,-305.3707580566406
696.8836059570312,-305.4441833496094
697.0164184570312,-305.5277099609375
697.1257934570312,-305.59649658203125
697.2351684570312,-305.6653747558594
697.3836059570312,-305.7593078613281
697.5164184570312,-305.8432922363281
697.6327514648438,-305.9169921875
697.7490234375,-305.9906921386719
697.9029541015625,-306.0889587402344
697.9951171875,-306.1479187011719
698.0714111328125,-306.1968994140625
698.2540283203125,-306.3140869140625
698.3826904296875,-306.39691162109375
698.4962158203125,-306.4696960449219
698.5718994140625,-306.5182189941406
698.7156982421875,-306.61041259765625
698.8594970703125,-306.7026062011719
698.8897705078125,-306.7220153808594
699.0868530273438,-306.8481750488281
699.2012939453125,-306.92095947265625
699.3309936523438,-307.0036315917969
699.4540405273438,-307.0817565917969
699.6155395507812,-307.1842956542969
699.7317504882812,-307.2575378417969
699.83251953125,-307.3210144042969
699.9410400390625,-307.3896789550781
700.0658569335938,-307.4682922363281
700.1986694335938,-307.5518798828125
700.3080444335938,-307.62109375
700.4252319335938,-307.69525146484375
700.5584716796875,-307.7798156738281
700.6923217773438,-307.8646545410156
700.8104248046875,-307.9397888183594
700.9678955078125,-308.0405578613281
701.0623779296875,-308.1013488769531
701.2041015625,-308.1929626464844
701.3217163085938,-308.2696838378906
701.4389038085938,-308.3465881347656
701.5712280273438,-308.4339599609375
701.6797485351562,-308.50616455078125
701.8104858398438,-308.5938415527344
701.91748046875,-308.6660461425781
702.0466918945312,-308.75372314453125
702.1675415039062,-308.83624267578125
702.2801513671875,-308.9136047363281
702.4067993164062,-309.00128173828125
702.5180053710938,-309.0786437988281
702.6287841796875,-309.1557312011719
702.7534790039062,-309.2428894042969
702.8633422851562,-309.3197326660156
702.9871826171875,-309.4063720703125
703.1033935546875,-309.4879150390625
703.2130737304688,-309.5643615722656
703.3375854492188,-309.6510009765625
703.4474487304688,-309.7274475097656
703.5655517578125,-309.8089904785156
703.6763305664062,-309.88543701171875
703.79541015625,-309.96697998046875
703.9071044921875,-310.0434265136719
704.03369140625,-310.129638671875
704.1453857421875,-310.20562744140625
704.2645263671875,-310.2862548828125
704.376220703125,-310.3617858886719
704.5036010742188,-310.4469909667969
704.6237182617188,-310.5270690917969
704.7438354492188,-310.6071472167969
704.8721313476562,-310.6922302246094
