X,Y
680.9124145507812,-295.380615234375
680.9124145507812,-295.380615234375
680.9124145507812,-295.380615234375
680.9124145507812,-295.3806457519531
680.9153442382812,-295.3824157714844
680.925537109375,-295.38861083984375
680.9395751953125,-295.3971862792969
680.9639282226562,-295.4117431640625
680.9901733398438,-295.4273376464844
681.0328979492188,-295.4523620605469
681.0707397460938,-295.4741516113281
681.0843505859375,-295.48193359375
681.1286010742188,-295.5068054199219
681.1908569335938,-295.54107666015625
681.2600708007812,-295.57806396484375
681.32373046875,-295.61102294921875
681.3963623046875,-295.64739990234375
681.4600830078125,-295.6783447265625
681.5415649414062,-295.7166748046875
681.638427734375,-295.76043701171875
681.7190551757812,-295.7955017089844
681.8202514648438,-295.8381042480469
681.8433227539062,-295.8476257324219
681.9680786132812,-295.8981018066406
682.0858764648438,-295.9445495605469
682.1884155273438,-295.9842529296875
682.3002319335938,-296.027099609375
682.4080810546875,-296.0683288574219
682.5253295898438,-296.1131896972656
682.6306762695312,-296.1538391113281
682.6732177734375,-296.17041015625
682.8314208984375,-296.23284912109375
682.9481811523438,-296.2801208496094
683.0734252929688,-296.3323059082031
683.1923217773438,-296.3834533691406
683.311767578125,-296.43670654296875
683.4468994140625,-296.4992980957031
683.5670166015625,-296.5574951171875
683.6796264648438,-296.6142578125
683.732177734375,-296.6414794921875
683.88232421875,-296.7219543457031
684.0164184570312,-296.79779052734375
684.150146484375,-296.87677001953125
684.2756958007812,-296.9541931152344
684.3858642578125,-297.0245666503906
684.4298095703125,-297.0532531738281
684.5904541015625,-297.1608581542969
684.7066650390625,-297.2412414550781
684.8228759765625,-297.3232727050781
684.960693359375,-297.4224853515625
685.090576171875,-297.5179748535156
685.1704711914062,-297.5768737792969
685.2140502929688,-297.6091003417969
685.3593139648438,-297.71728515625
685.4903564453125,-297.8150634765625
685.6075439453125,-297.90234375
685.7399291992188,-298.00067138671875
685.865478515625,-298.0934143066406
685.97705078125,-298.1748962402344
686.111083984375,-298.2726745605469
686.14111328125,-298.2944030761719
686.3287963867188,-298.4302062988281
686.44140625,-298.5116882324219
686.585205078125,-298.6152648925781
686.691162109375,-298.6917724609375
686.744140625,-298.730224609375
686.865234375,-298.81829833984375
687.0162963867188,-298.9290771484375
687.1514282226562,-299.0294494628906
687.2940673828125,-299.1361389160156
687.4066772460938,-299.2208251953125
687.5267944335938,-299.3116149902344
687.579345703125,-299.3513488769531
687.7294921875,-299.4653625488281
687.8946533203125,-299.5909118652344
688.0072631835938,-299.67620849609375
688.0299682617188,-299.6932373046875
688.1964721679688,-299.8177185058594
688.3257446289062,-299.9130554199219
688.4402465820312,-299.9964294433594
688.5709838867188,-300.0898742675781
688.6871337890625,-300.1712646484375
688.827392578125,-300.2674560546875
688.96875,-300.3619384765625
689.0794677734375,-300.4342041015625
689.1270751953125,-300.4648742675781
689.2866821289062,-300.5658264160156
689.439453125,-300.6600036621094
689.5606689453125,-300.7332763671875
689.6986694335938,-300.8154602050781
689.8291015625,-300.8919677734375
689.9599609375,-300.968017578125
690.0826416015625,-301.0389709472656
690.2135009765625,-301.1146545410156
690.3280029296875,-301.1808776855469
690.467041015625,-301.2614440917969
690.597900390625,-301.33770751953125
690.7205810546875,-301.4096984863281
690.8751831054688,-301.5016174316406
691.0213012695312,-301.5895690917969
691.1510009765625,-301.66845703125
691.2154541015625,-301.7081298828125
691.3765869140625,-301.8079528808594
691.4893798828125,-301.8782653808594
691.6424560546875,-301.9740295410156
691.7874755859375,-302.0652160644531
691.9244384765625,-302.1513366699219
691.9486083984375,-302.1665344238281
692.1177978515625,-302.2723693847656
692.2789306640625,-302.3727111816406
692.4326782226562,-302.4674072265625
692.5463256835938,-302.5367431640625
692.5787963867188,-302.5565185546875
692.7573852539062,-302.6646728515625
692.9209594726562,-302.7623291015625
693.0763549804688,-302.8545837402344
693.1990356445312,-302.9273681640625
693.2317504882812,-302.94677734375
693.4035034179688,-303.0486755371094
693.5670776367188,-303.14630126953125
693.7055053710938,-303.22979736328125
693.8516235351562,-303.3190002441406
693.8922119140625,-303.3439025878906
694.0535278320312,-303.44439697265625
694.197998046875,-303.5360412597656
694.3496704101562,-303.6340637207031
694.4528198242188,-303.7019348144531
694.4845581054688,-303.7229309082031
694.689453125,-303.86077880859375
694.814697265625,-303.9466247558594
694.970947265625,-304.054931640625
694.986572265625,-304.0657958984375
695.1341552734375,-304.16943359375
695.273681640625,-304.26776123046875
695.4364624023438,-304.3827209472656
695.5684204101562,-304.4755859375
695.6777954101562,-304.5517272949219
695.7246704101562,-304.5842590332031
695.8889770507812,-304.6973876953125
696.0307006835938,-304.79339599609375
696.1649169921875,-304.8832702636719
696.283935546875,-304.96185302734375
696.4269409179688,-305.0554504394531
696.5548706054688,-305.1380310058594
696.6987915039062,-305.2303771972656
696.8107299804688,-305.302001953125
696.8587036132812,-305.33258056640625
697.0186157226562,-305.43450927734375
697.154541015625,-305.5215148925781
697.314453125,-305.624267578125
697.4263916015625,-305.6966247558594
697.5774536132812,-305.79547119140625
697.6091918945312,-305.8163757324219
697.767822265625,-305.921630859375
697.9174194335938,-306.02252197265625
698.0355224609375,-306.102783203125
698.1763916015625,-306.19970703125
698.2857666015625,-306.2753601074219
698.4029541015625,-306.3568420410156
698.5513916015625,-306.4600524902344
698.6842041015625,-306.5523986816406
698.8248291015625,-306.64990234375
698.8482666015625,-306.6661071777344
699.01318359375,-306.7790832519531
699.1549072265625,-306.875
699.2974243164062,-306.97003173828125
699.4243774414062,-307.0536804199219
699.5681762695312,-307.146728515625
699.6001586914062,-307.167236328125
699.7283935546875,-307.2489013671875
699.8975830078125,-307.3549499511719
700.0430297851562,-307.44500732421875
700.164794921875,-307.5196228027344
700.3027954101562,-307.603759765625
700.4489135742188,-307.6927490234375
700.6112670898438,-307.7916259765625
700.7005615234375,-307.8463439941406
700.749267578125,-307.8761901855469
700.9190673828125,-307.9812927246094
701.0640869140625,-308.07220458984375
701.1283569335938,-308.1129455566406
701.312255859375,-308.2310485839844
701.4632568359375,-308.3298645019531
701.6138305664062,-308.4297180175781
701.73193359375,-308.5091857910156
701.7555541992188,-308.5251159667969
701.9917602539062,-308.68560791015625
702.0309448242188,-308.71246337890625
702.2028198242188,-308.83062744140625
702.3283081054688,-308.91656494140625
702.462158203125,-309.0076599121094
702.6038818359375,-309.10357666015625
702.7381591796875,-309.1935119628906
702.857177734375,-309.272216796875
702.90478515625,-309.30352783203125
703.064208984375,-309.4072265625
703.192138671875,-309.4894714355469
703.344482421875,-309.58642578125
703.4814453125,-309.672607421875
703.6103515625,-309.7534484863281
703.731201171875,-309.8289794921875
703.8681640625,-309.9145812988281
703.91650390625,-309.94488525390625
704.085693359375,-310.05126953125
704.21435546875,-310.1327819824219
704.374267578125,-310.2354431152344
704.502197265625,-310.3182373046875
704.629150390625,-310.4016418457031
704.740234375,-310.4751892089844
704.8036499023438,-310.5174255371094
704.9768676757812,-310.6342468261719
705.12646484375,-310.73583984375
705.2445678710938,-310.81640625
705.37841796875,-310.90771484375
705.409912109375,-310.92919921875
705.5831298828125,-311.04736328125
705.7327270507812,-311.1491394042969
705.8744506835938,-311.2449645996094
706.01708984375,-311.3399353027344
706.1043701171875,-311.39752197265625
706.1679077148438,-311.4391784667969
706.31982421875,-311.5372314453125
706.4884033203125,-311.6442565917969
706.6334228515625,-311.7348937988281
706.7630004882812,-311.814697265625
706.7954711914062,-311.8345947265625
706.9415893554688,-311.923583984375
707.07958984375,-312.0071105957031
707.2018432617188,-312.0806579589844
707.3735961914062,-312.183349609375
707.519775390625,-312.27178955078125
707.6577758789062,-312.3556823730469
707.7714233398438,-312.4252624511719
707.8280639648438,-312.46026611328125
707.9730834960938,-312.55084228515625
708.133544921875,-312.6526794433594
708.2534790039062,-312.7298583984375
708.4043579101562,-312.8287048339844
708.5154418945312,-312.9021301269531
708.6494750976562,-312.9919738769531
708.7833251953125,-313.0823059082031
708.7911987304688,-313.087646484375
708.9407958984375,-313.1891174316406
709.051025390625,-313.2638854980469
709.2321166992188,-313.38671875
709.3423461914062,-313.461181640625
709.4763793945312,-313.5511779785156
709.5953979492188,-313.6300964355469
709.7223510742188,-313.71368408203125
709.8739624023438,-313.8120422363281
710.0098876953125,-313.89935302734375
710.1301879882812,-313.9758605957031
710.1946411132812,-314.0164489746094
710.3477172851562,-314.1125183105469
710.4927368164062,-314.2031555175781
710.6296997070312,-314.28875732421875
710.7586059570312,-314.36932373046875
710.8069458007812,-314.3995361328125
710.9600219726562,-314.4953918457031
711.0969848632812,-314.5816345214844
711.2254638671875,-314.663330078125
711.3533935546875,-314.74560546875
711.4813232421875,-314.8284606933594
711.6241455078125,-314.9225158691406
711.7669677734375,-315.017333984375
711.8851928710938,-315.0968933105469
711.9166870117188,-315.1181640625
712.0662841796875,-315.2196350097656
712.2316284179688,-315.3324279785156
712.3733520507812,-315.4291076660156
712.5072021484375,-315.5204162597656
712.5938110351562,-315.5794982910156
712.7512817382812,-315.6869201660156
712.8142700195312,-315.7298889160156
712.9402465820312,-315.8158264160156
713.0819702148438,-315.9122009277344
713.2158203125,-316.00299072265625
713.341796875,-316.0885314941406
713.4520263671875,-316.1637268066406
713.5858764648438,-316.255126953125
713.71142578125,-316.3415832519531
713.84423828125,-316.43408203125
713.86767578125,-316.4504699707031
714.0075073242188,-316.5494384765625
714.17724609375,-316.6719970703125
714.299560546875,-316.7624816894531
714.4357299804688,-316.8658447265625
714.5628662109375,-316.96514892578125
714.6809692382812,-317.0602111816406
714.7175903320312,-317.0902404785156
714.869384765625,-317.21820068359375
714.9830322265625,-317.31768798828125
715.1017456054688,-317.4253234863281
715.2250366210938,-317.5414733886719
715.3327026367188,-317.64654541015625
715.431884765625,-317.74658203125
715.4645385742188,-317.7802429199219
715.5806884765625,-317.9026794433594
715.6946411132812,-318.0270690917969
715.812744140625,-318.1602783203125
715.9105834960938,-318.27386474609375
716.0249633789062,-318.4102478027344
716.1023559570312,-318.5044250488281
716.1497192382812,-318.5626525878906
716.27294921875,-318.7164306640625
716.38916015625,-318.8638916015625
716.4761352539062,-318.97503662109375
716.4935302734375,-318.9972839355469
716.603271484375,-319.13861083984375
716.70654296875,-319.27264404296875
716.81640625,-319.41412353515625
716.8917846679688,-319.51092529296875
716.9961547851562,-319.64495849609375
717.0831298828125,-319.75665283203125
717.1817016601562,-319.88323974609375
717.2630615234375,-319.98748779296875
717.3040771484375,-320.03961181640625
717.4036865234375,-320.1662292480469
717.4855346679688,-320.2709045410156
717.6130981445312,-320.4353942871094
717.7058715820312,-320.55548095703125
717.8099365234375,-320.69091796875
717.89599609375,-320.8041687011719
717.9931030273438,-320.9329833984375
718.0158081054688,-320.96337890625
718.1123046875,-321.09283447265625
718.2021484375,-321.21514892578125
718.3141479492188,-321.36859130859375
718.419677734375,-321.51483154296875
718.5029907226562,-321.6306457519531
718.5807495117188,-321.7387390136719
718.61962890625,-321.79278564453125
718.7473754882812,-321.9703674316406
718.8473510742188,-322.1093444824219
718.9417724609375,-322.2406005859375
719.01953125,-322.34869384765625
719.1089477539062,-322.4717712402344
719.1931762695312,-322.5871276855469
719.2268676757812,-322.6332092285156
719.3394775390625,-322.7864074707031
719.4473266601562,-322.93194580078125
719.5267944335938,-323.0388488769531
719.6403198242188,-323.1914367675781
719.6743774414062,-323.2372131347656
719.7822265625,-323.3824462890625
719.895751953125,-323.53564453125
719.9688110351562,-323.6354064941406
720.0642700195312,-323.7662048339844
720.14208984375,-323.8742980957031
720.2469482421875,-324.0216979980469
720.3342895507812,-324.14642333984375
720.4259643554688,-324.2795715332031
720.4580688476562,-324.3267822265625
720.5322875976562,-324.437255859375
720.6524047851562,-324.6198425292969
720.7244262695312,-324.7316589355469
720.8260498046875,-324.8922424316406
720.901123046875,-325.0132751464844
720.9803466796875,-325.1429138183594
721.0490112304688,-325.2567443847656
721.0831909179688,-325.31378173828125
721.1848754882812,-325.4853820800781
721.2666015625,-325.6247863769531
721.3380126953125,-325.74798583984375
721.4141845703125,-325.87982177734375
721.4846801757812,-326.0035705566406
721.573974609375,-326.16070556640625
721.64404296875,-326.2849426269531
721.671875,-326.3347473144531
721.750732421875,-326.4758605957031
721.838134765625,-326.6341247558594
721.9295043945312,-326.8011474609375
721.9972534179688,-326.9267272949219
722.0733032226562,-327.0694580078125
722.1397094726562,-327.19580078125
722.2097778320312,-327.3309631347656
722.274658203125,-327.45806884765625
722.2874755859375,-327.4835205078125
722.3681640625,-327.6451721191406
722.4475708007812,-327.8074645996094
722.5216064453125,-327.9617919921875
722.5905151367188,-328.1080322265625
722.66259765625,-328.2633056640625
722.7181396484375,-328.38421630859375
722.7848510742188,-328.53155517578125
722.8121948242188,-328.59222412109375
722.8903198242188,-328.7656555175781
722.96044921875,-328.9222106933594
723.0258178710938,-329.070068359375
723.0763549804688,-329.1831359863281
723.0997924804688,-329.2353210449219
723.1896362304688,-329.43536376953125
723.2482299804688,-329.5655517578125
723.3263549804688,-329.7388916015625
723.3815307617188,-329.8602294921875
723.448974609375,-330.007568359375
723.4727783203125,-330.0595703125
723.544189453125,-330.215576171875
723.6116333007812,-330.3629150390625
723.682861328125,-330.5189208984375
723.745361328125,-330.6578063964844
723.803955078125,-330.78826904296875
723.8270263671875,-330.8404541015625
723.8961181640625,-330.9974365234375
723.9752807617188,-331.1810302734375
724.0236206054688,-331.2948913574219
724.0966186523438,-331.4706726074219
724.1469116210938,-331.5941162109375
724.21044921875,-331.7531433105469
724.2591552734375,-331.8770446777344
724.3173828125,-332.0279541015625
724.337890625,-332.08123779296875
724.4019165039062,-332.2501525878906
724.4623413085938,-332.4105529785156
724.5126953125,-332.5442199707031
724.579833984375,-332.7224426269531
724.6234741210938,-332.8382873535156
724.6771850585938,-332.9808654785156
724.70068359375,-333.043212890625
